"","V7221","V7563","V8514"
"35381",0,0,1
"35382",1,0,1
"35383",0,0,1
"35384",0,0,1
"35385",1,1,0
"35386",0,0,1
"35387",1,1,0
"35388",0,0,1
"35389",0,0,0
"35390",1,0,0
"35391",0,0,1
"35392",0,0,0
"35393",0,0,1
"35394",0,0,0
"35395",1,1,0
"35396",0,0,1
"35397",1,0,0
"35398",0,0,0
"35399",0,0,1
"35400",0,0,0
"35401",0,0,0
"35402",0,1,0
"35403",0,0,0
"35404",0,0,0
"35405",1,0,1
"35406",0,0,0
"35407",1,0,1
"35408",0,0,0
"35409",0,0,0
"35410",0,1,0
"35411",0,0,1
"35412",0,0,1
"35413",1,1,0
"35414",0,1,0
"35415",1,0,1
"35416",1,0,0
"35417",0,0,0
"35418",0,0,1
"35419",1,1,0
"35420",1,0,1
"35421",0,0,1
"35422",0,0,0
"35423",0,1,0
"35424",0,0,1
"35425",0,0,0
"35426",0,0,0
"35427",0,0,1
"35428",1,0,1
"35429",0,0,0
"35430",0,1,0
"35431",0,0,1
"35432",0,0,1
"35433",0,0,0
"35434",0,0,0
"35435",0,1,0
"35436",0,0,0
"35437",0,0,0
"35438",1,0,1
"35439",0,0,1
"35440",0,0,0
"35441",0,0,0
"35442",0,0,0
"35443",1,0,1
"35444",0,0,1
"35445",0,0,0
"35446",0,0,0
"35447",0,0,0
"35448",0,0,1
"35449",1,0,0
"35450",0,0,0
"35451",0,0,0
"35452",0,1,0
"35453",0,0,1
"35454",0,0,0
"35455",0,0,1
"35456",0,1,0
"35457",0,1,0
"35458",0,1,0
"35459",0,0,1
"35460",1,0,0
"35461",0,1,0
"35462",0,0,0
"35463",0,1,0
"35464",0,0,1
"35465",0,0,1
"35466",0,0,1
"35467",0,0,0
"35468",1,1,0
"35469",0,1,0
"35470",0,0,0
"35471",0,0,1
"35472",1,0,1
"35473",1,0,0
"35474",0,0,0
"35475",1,0,1
"35476",1,0,1
"35477",0,1,0
"35478",0,0,1
"35479",1,1,0
"35480",0,0,0
"35481",0,0,1
"35482",1,0,0
"35483",0,0,0
"35484",1,0,1
"35485",0,0,0
"35486",0,0,1
"35487",0,0,0
"35488",1,0,1
"35489",0,0,1
"35490",0,0,1
"35491",0,0,0
"35492",0,0,0
"35493",0,0,0
"35494",1,0,1
"35495",0,0,0
"35496",1,0,1
"35497",1,0,1
"35498",0,0,0
"35499",0,1,0
"35500",1,0,1
"35501",1,0,1
"35502",1,0,0
"35503",1,0,0
"35504",1,0,1
"35505",0,0,0
"35506",1,0,1
"35507",0,1,0
"35508",0,0,0
"35509",0,0,1
"35510",0,0,0
"35511",0,0,1
"35512",1,0,0
"35513",1,0,1
"35514",1,0,0
"35515",0,0,0
"35516",1,1,0
"35517",0,0,0
"35518",0,0,1
"35519",1,0,1
"35520",1,0,1
"35521",1,1,0
"35522",1,0,0
"35523",1,0,0
"35524",0,0,0
"35525",1,0,0
"35526",0,0,0
"35527",0,0,1
"35528",0,1,0
"35529",0,0,0
"35530",0,0,1
"35531",0,0,0
"35532",0,0,0
"35533",1,0,0
"35534",0,0,0
"35535",0,0,1
"35536",0,0,0
"35537",0,0,0
"35538",0,0,0
"35539",0,0,0
"35540",0,0,0
"35541",0,0,0
"35542",0,0,1
"35543",1,1,0
"35544",1,0,1
"35545",0,0,1
"35546",1,0,1
"35547",0,0,0
"35548",1,0,0
"35549",1,0,0
"35550",1,0,1
"35551",0,0,1
"35552",0,1,0
"35553",1,0,0
"35554",1,0,0
"35555",0,0,0
"35556",1,1,0
"35557",0,0,1
"35558",1,0,0
"35559",1,0,0
"35560",0,0,0
"35561",0,0,1
"35562",1,0,1
"35563",1,0,1
"35564",0,1,0
"35565",0,0,1
"35566",0,0,1
"35567",0,1,0
"35568",1,0,0
"35569",0,0,1
"35570",0,1,0
"35571",1,0,0
"35572",0,0,1
"35573",0,0,0
"35574",0,0,0
"35575",0,0,1
"35576",0,0,0
"35577",1,0,0
"35578",0,0,0
"35579",0,1,0
"35580",1,0,0
"35581",0,0,0
"35582",0,0,1
"35583",1,1,0
"35584",0,0,0
"35585",1,0,1
"35586",0,0,1
"35587",0,0,0
"35588",0,0,0
"35589",0,0,1
"35590",1,0,1
"35591",0,1,0
"35592",0,0,0
"35593",0,0,0
"35594",0,0,1
"35595",0,0,0
"35596",0,0,1
"35597",0,0,0
"35598",1,0,0
"35599",0,0,0
"35600",0,1,0
"35601",0,0,0
"35602",1,0,1
"35603",0,1,0
"35604",0,1,0
"35605",0,0,0
"35606",0,0,0
"35607",1,0,1
"35608",0,0,1
"35609",0,1,0
"35610",0,0,1
"35611",0,0,0
"35612",0,0,0
"35613",0,0,0
"35614",1,0,1
"35615",0,0,1
"35616",0,1,0
"35617",0,0,1
"35618",1,0,1
"35619",0,1,0
"35620",0,1,0
"35621",1,0,1
"35622",0,0,0
"35623",1,0,1
"35624",0,1,0
"35625",0,0,1
"35626",1,0,0
"35627",1,0,0
"35628",1,0,0
"35629",0,0,1
"35630",0,0,0
"35631",0,0,1
"35632",0,1,0
"35633",0,0,0
"35634",1,0,0
"35635",0,0,0
"35636",0,0,0
"35637",0,0,1
"35638",0,0,0
"35639",0,0,0
"35640",1,1,0
"35641",1,0,1
"35642",1,1,0
"35643",1,1,0
"35644",1,0,1
"35645",0,1,0
"35646",0,0,0
"35647",0,0,1
"35648",0,0,0
"35649",1,0,1
"35650",0,0,0
"35651",0,0,1
"35652",0,0,0
"35653",0,1,0
"35654",1,0,1
"35655",1,0,1
"35656",0,0,1
"35657",1,0,0
"35658",0,0,0
"35659",0,1,0
"35660",0,0,0
"35661",0,0,0
"35662",0,0,0
"35663",0,0,0
"35664",1,0,0
"35665",1,0,1
"35666",0,0,0
"35667",1,1,0
"35668",1,0,1
"35669",0,0,0
"35670",0,0,0
"35671",1,0,0
"35672",0,1,0
"35673",0,0,0
"35674",1,0,0
"35675",0,1,0
"35676",1,0,1
"35677",1,0,1
"35678",1,0,0
"35679",0,0,1
"35680",1,0,1
"35681",1,0,1
"35682",0,0,1
"35683",0,0,1
"35684",1,0,0
"35685",1,1,0
"35686",1,0,0
"35687",1,0,0
"35688",0,0,1
"35689",0,0,1
"35690",1,0,1
"35691",0,0,1
"35692",0,1,0
"35693",0,0,0
"35694",1,0,1
"35695",1,0,0
"35696",0,0,0
"35697",0,0,0
"35698",0,1,0
"35699",0,0,0
"35700",0,0,0
"35701",0,0,1
"35702",0,0,1
"35703",0,0,0
"35704",1,0,0
"35705",1,1,0
"35706",0,0,0
"35707",0,0,1
"35708",1,0,0
"35709",0,0,1
"35710",0,1,0
"35711",1,0,1
"35712",1,0,1
"35713",1,1,0
"35714",0,0,0
"35715",1,0,0
"35716",1,0,0
"35717",0,1,0
"35718",0,0,0
"35719",0,0,1
"35720",1,0,1
"35721",1,0,1
"35722",1,0,1
"35723",0,0,1
"35724",0,0,1
"35725",0,0,0
"35726",0,0,0
"35727",1,0,0
"35728",0,0,0
"35729",1,0,0
"35730",1,0,1
"35731",0,0,1
"35732",0,0,0
"35733",0,0,0
"35734",0,0,0
"35735",1,0,1
"35736",1,1,0
"35737",0,0,0
"35738",0,0,0
"35739",1,0,0
"35740",0,0,1
"35741",0,0,1
"35742",0,0,1
"35743",0,0,0
"35744",0,0,0
"35745",1,0,1
"35746",0,1,0
"35747",0,0,0
"35748",1,0,0
"35749",1,0,0
"35750",1,1,0
"35751",0,0,0
"35752",0,0,1
"35753",1,0,0
"35754",0,1,0
"35755",0,0,0
"35756",1,0,0
"35757",0,0,1
"35758",1,0,0
"35759",0,0,0
"35760",1,0,0
"35761",1,1,0
"35762",1,0,0
"35763",0,0,0
"35764",0,0,0
"35765",1,0,0
"35766",0,0,0
"35767",0,1,0
"35768",1,0,0
"35769",0,0,1
"35770",1,0,1
"35771",0,0,0
"35772",0,0,1
"35773",1,0,0
"35774",1,0,0
"35775",1,0,1
"35776",1,1,0
"35777",0,0,1
"35778",0,0,1
"35779",1,0,1
"35780",0,0,1
"35781",0,1,0
"35782",1,0,0
"35783",0,0,0
"35784",0,0,1
"35785",1,0,0
"35786",1,0,1
"35787",0,0,1
"35788",0,1,0
"35789",0,0,0
"35790",0,0,1
"35791",0,0,1
"35792",1,0,1
"35793",1,0,1
"35794",0,0,1
"35795",0,1,0
"35796",1,0,0
"35797",0,0,0
"35798",0,0,1
"35799",0,0,0
"35800",0,0,1
"35801",1,0,0
"35802",0,0,0
"35803",1,0,1
"35804",0,0,1
"35805",0,0,1
"35806",0,1,0
"35807",1,1,0
"35808",1,1,0
"35809",0,0,0
"35810",0,0,1
"35811",1,1,0
"35812",0,0,1
"35813",0,0,1
"35814",0,0,1
"35815",1,0,1
"35816",0,0,1
"35817",1,0,1
"35818",1,0,0
"35819",0,1,0
"35820",1,0,1
"35821",1,1,0
"35822",1,0,0
"35823",0,0,0
"35824",1,0,0
"35825",1,0,0
"35826",1,0,0
"35827",1,0,1
"35828",0,0,0
"35829",1,1,0
"35830",1,1,0
"35831",1,0,0
"35832",1,1,0
"35833",1,0,0
"35834",0,0,1
"35835",0,0,1
"35836",1,0,0
"35837",1,0,1
"35838",0,0,1
"35839",0,0,1
"35840",1,1,0
"35841",1,0,1
"35842",0,0,1
"35843",0,1,0
"35844",0,0,0
"35845",0,1,0
"35846",1,1,0
"35847",0,0,0
"35848",1,1,0
"35849",1,0,1
"35850",0,0,0
"35851",1,1,0
"35852",0,0,0
"35853",0,1,0
"35854",1,0,0
"35855",0,1,0
"35856",0,1,0
"35857",1,0,1
"35858",0,0,0
"35859",1,0,1
"35860",0,0,0
"35861",1,1,0
"35862",0,0,1
"35863",0,0,0
"35864",1,0,0
"35865",1,0,1
"35866",0,0,0
"35867",0,0,0
"35868",0,0,1
"35869",1,0,0
"35870",1,0,1
"35871",1,0,1
"35872",1,0,1
"35873",1,0,1
"35874",0,0,0
"35875",1,0,0
"35876",0,0,1
"35877",0,0,0
"35878",1,0,0
"35879",1,1,0
"35880",0,0,1
"35881",0,0,0
"35882",1,0,1
"35883",0,0,1
"35884",0,0,1
"35885",0,0,1
"35886",0,0,1
"35887",0,0,0
"35888",1,0,1
"35889",0,0,1
"35890",0,0,1
"35891",1,0,1
"35892",0,1,0
"35893",1,1,0
"35894",0,0,1
"35895",0,0,1
"35896",0,1,0
"35897",0,0,0
"35898",1,0,0
"35899",0,0,0
"35900",1,1,0
"35901",1,0,0
"35902",1,0,0
"35903",0,0,0
"35904",1,0,0
"35905",0,0,0
"35906",0,0,0
"35907",1,0,1
"35908",0,1,0
"35909",1,0,0
"35910",0,0,1
"35911",1,0,0
"35912",0,1,0
"35913",1,0,0
"35914",0,0,0
"35915",1,0,0
"35916",0,0,1
"35917",0,0,0
"35918",1,0,0
"35919",0,0,1
"35920",0,0,0
"35921",1,0,0
"35922",0,0,0
"35923",1,0,0
"35924",0,0,0
"35925",1,0,1
"35926",1,0,0
"35927",0,0,0
"35928",1,1,0
"35929",1,0,1
"35930",1,0,0
"35931",1,0,1
"35932",1,0,1
"35933",1,0,0
"35934",0,1,0
"35935",1,0,1
"35936",1,0,1
"35937",1,0,1
"35938",0,0,1
"35939",0,0,0
"35940",0,0,1
"35941",1,1,0
"35942",0,0,0
"35943",1,0,0
"35944",0,0,1
"35945",1,0,0
"35946",1,1,0
"35947",1,0,0
"35948",1,0,0
"35949",0,0,1
"35950",1,0,1
"35951",0,0,1
"35952",1,0,0
"35953",0,0,0
"35954",1,0,1
"35955",0,0,0
"35956",0,0,0
"35957",1,0,0
"35958",0,0,0
"35959",0,1,0
"35960",0,0,0
"35961",0,0,0
"35962",1,0,0
"35963",1,0,0
"35964",1,0,0
"35965",0,0,1
"35966",0,0,1
"35967",0,0,0
"35968",0,0,1
"35969",0,1,0
"35970",1,0,0
"35971",0,1,0
"35972",0,0,1
"35973",0,0,1
"35974",0,1,0
"35975",1,0,1
"35976",0,1,0
"35977",0,1,0
"35978",0,0,0
"35979",1,0,0
"35980",0,1,0
"35981",0,0,1
"35982",1,0,0
"35983",1,0,1
"35984",1,1,0
"35985",0,0,1
"35986",0,0,0
"35987",0,0,1
"35988",1,0,0
"35989",0,0,0
"35990",0,0,1
"35991",1,0,0
"35992",1,0,1
"35993",0,0,0
"35994",0,0,1
"35995",0,0,1
"35996",0,0,1
"35997",0,0,0
"35998",1,0,1
"35999",0,0,0
"36000",1,0,1
"36001",0,0,1
"36002",1,0,1
"36003",0,1,0
"36004",1,1,0
"36005",0,0,0
"36006",1,0,0
"36007",0,0,0
"36008",0,0,1
"36009",0,0,0
"36010",0,0,0
"36011",0,0,0
"36012",0,1,0
"36013",0,0,0
"36014",0,0,0
"36015",1,0,1
"36016",1,0,0
"36017",0,0,0
"36018",0,1,0
"36019",0,0,1
"36020",1,0,0
"36021",0,1,0
"36022",1,1,0
"36023",1,0,1
"36024",0,0,1
"36025",1,0,1
"36026",0,0,1
"36027",1,1,0
"36028",0,0,0
"36029",0,0,0
"36030",1,0,1
"36031",1,0,1
"36032",0,0,1
"36033",1,0,1
"36034",1,0,1
"36035",0,0,0
"36036",0,1,0
"36037",0,0,0
"36038",1,0,0
"36039",1,0,0
"36040",0,0,1
"36041",1,1,0
"36042",1,0,1
"36043",0,0,1
"36044",1,0,0
"36045",1,0,1
"36046",0,1,0
"36047",0,0,1
"36048",1,0,0
"36049",1,0,0
"36050",1,1,0
"36051",0,1,0
"36052",0,1,0
"36053",0,0,0
"36054",1,0,0
"36055",1,1,0
"36056",0,0,0
"36057",0,0,0
"36058",0,0,0
"36059",0,0,0
"36060",1,1,0
"36061",0,0,0
"36062",1,0,0
"36063",0,0,0
"36064",0,0,0
"36065",0,0,0
"36066",0,1,0
"36067",1,0,1
"36068",1,0,1
"36069",0,1,0
"36070",1,0,0
"36071",1,0,0
"36072",1,0,1
"36073",0,1,0
"36074",1,0,1
"36075",1,0,1
"36076",1,0,1
"36077",1,0,0
"36078",0,0,0
"36079",1,0,0
"36080",0,1,0
"36081",1,0,1
"36082",1,0,1
"36083",1,0,0
"36084",1,1,0
"36085",1,0,1
"36086",0,0,0
"36087",0,0,1
"36088",1,0,1
"36089",0,1,0
"36090",0,0,1
"36091",0,0,1
"36092",0,0,1
"36093",1,1,0
"36094",1,1,0
"36095",0,0,1
"36096",0,0,1
"36097",1,0,0
"36098",0,0,1
"36099",1,0,1
"36100",0,0,0
"36101",1,0,0
"36102",1,0,0
"36103",1,0,1
"36104",0,0,1
"36105",0,0,1
"36106",1,0,1
"36107",1,0,0
"36108",0,0,0
"36109",0,1,0
"36110",0,1,0
"36111",1,0,1
"36112",0,0,0
"36113",1,0,1
"36114",0,0,0
"36115",0,0,0
"36116",0,0,1
"36117",0,1,0
"36118",1,0,0
"36119",1,0,1
"36120",0,0,0
"36121",0,0,1
"36122",0,0,1
"36123",0,0,0
"36124",0,0,0
"36125",0,0,1
"36126",0,0,0
"36127",1,0,1
"36128",1,1,0
"36129",1,0,1
"36130",0,0,0
"36131",0,0,0
"36132",1,0,1
"36133",0,0,0
"36134",0,0,1
"36135",0,0,0
"36136",0,0,0
"36137",0,0,1
"36138",1,0,0
"36139",0,0,1
"36140",0,0,0
"36141",0,0,0
"36142",0,0,1
"36143",0,0,1
"36144",0,1,0
"36145",1,1,0
"36146",0,0,1
"36147",1,0,1
"36148",0,1,0
"36149",0,1,0
"36150",0,0,0
"36151",1,1,0
"36152",0,1,0
"36153",0,0,0
"36154",1,1,0
"36155",0,0,1
"36156",0,1,0
"36157",0,0,0
"36158",0,0,0
"36159",0,0,0
"36160",1,0,0
"36161",1,1,0
"36162",0,0,0
"36163",1,0,0
"36164",0,0,0
"36165",0,0,1
"36166",1,0,0
"36167",1,0,1
"36168",1,0,0
"36169",0,0,1
"36170",1,0,0
"36171",0,0,1
"36172",0,1,0
"36173",0,1,0
"36174",0,1,0
"36175",0,0,1
"36176",0,0,1
"36177",1,0,1
"36178",0,0,0
"36179",1,0,1
"36180",0,0,0
"36181",0,0,1
"36182",1,0,1
"36183",1,0,0
"36184",1,0,1
"36185",0,0,1
"36186",1,1,0
"36187",0,0,1
"36188",0,0,0
"36189",0,0,1
"36190",1,0,0
"36191",1,0,0
"36192",1,0,1
"36193",0,0,1
"36194",0,1,0
"36195",1,0,1
"36196",0,0,1
"36197",0,0,1
"36198",0,0,1
"36199",1,0,0
"36200",0,0,0
"36201",1,1,0
"36202",0,0,0
"36203",1,0,0
"36204",1,0,1
"36205",0,1,0
"36206",0,0,1
"36207",1,0,1
"36208",0,0,1
"36209",0,1,0
"36210",0,0,0
"36211",0,0,1
"36212",1,0,1
"36213",1,1,0
"36214",1,1,0
"36215",0,0,1
"36216",0,0,0
"36217",0,0,0
"36218",0,0,0
"36219",0,0,0
"36220",0,0,1
"36221",1,0,1
"36222",0,0,0
"36223",0,0,1
"36224",0,0,0
"36225",1,1,0
"36226",0,0,0
"36227",1,0,0
"36228",0,1,0
"36229",0,1,0
"36230",0,0,0
"36231",0,0,1
"36232",0,1,0
"36233",0,0,0
"36234",1,0,0
"36235",1,0,0
"36236",1,0,1
"36237",1,0,0
"36238",0,1,0
"36239",0,0,0
"36240",0,0,0
"36241",0,0,0
"36242",0,1,0
"36243",1,0,0
"36244",1,0,1
"36245",0,0,0
"36246",1,0,0
"36247",1,0,1
"36248",1,0,1
"36249",0,0,0
"36250",1,0,0
"36251",0,0,0
"36252",0,0,1
"36253",1,0,0
"36254",0,1,0
"36255",0,1,0
"36256",1,1,0
"36257",0,1,0
"36258",0,0,1
"36259",0,0,1
"36260",1,0,0
"36261",0,0,1
"36262",0,1,0
"36263",1,0,1
"36264",1,0,0
"36265",0,0,0
"36266",1,0,1
"36267",1,0,1
"36268",1,0,1
"36269",1,0,0
"36270",0,0,0
"36271",1,0,1
"36272",1,0,1
"36273",1,0,0
"36274",0,0,0
"36275",1,0,1
"36276",1,0,0
"36277",0,0,1
"36278",1,0,0
"36279",1,0,0
"36280",1,0,1
"36281",0,1,0
"36282",0,0,1
"36283",1,0,0
"36284",1,1,0
"36285",0,0,1
"36286",1,0,1
"36287",0,0,1
"36288",0,0,0
"36289",1,1,0
"36290",1,0,1
"36291",0,0,0
"36292",0,0,1
"36293",0,0,1
"36294",0,0,1
"36295",1,0,0
"36296",0,1,0
"36297",1,0,1
"36298",1,0,0
"36299",0,0,1
"36300",0,1,0
"36301",0,0,0
"36302",1,0,0
"36303",0,1,0
"36304",0,0,1
"36305",0,0,1
"36306",1,0,0
"36307",1,0,1
"36308",0,0,0
"36309",0,0,0
"36310",1,0,0
"36311",1,0,0
"36312",0,0,0
"36313",1,0,1
"36314",1,0,1
"36315",0,0,0
"36316",0,0,0
"36317",0,0,0
"36318",1,0,0
"36319",0,0,1
"36320",1,0,0
"36321",1,0,0
"36322",1,0,1
"36323",0,0,1
"36324",0,0,0
"36325",1,0,0
"36326",0,1,0
"36327",0,1,0
"36328",1,0,1
"36329",0,0,0
"36330",1,0,0
"36331",0,0,0
"36332",1,0,0
"36333",1,0,1
"36334",1,0,1
"36335",1,0,0
"36336",0,0,0
"36337",0,0,0
"36338",1,0,0
"36339",1,0,1
"36340",1,0,0
"36341",1,0,1
"36342",0,0,1
"36343",0,1,0
"36344",0,0,1
"36345",0,0,0
"36346",1,0,0
"36347",0,0,1
"36348",0,1,0
"36349",1,0,0
"36350",0,0,1
"36351",0,0,0
"36352",0,1,0
"36353",0,0,0
"36354",0,0,1
"36355",0,0,1
"36356",0,1,0
"36357",0,0,0
"36358",1,0,0
"36359",1,0,0
"36360",1,0,1
"36361",0,0,0
"36362",1,0,1
"36363",0,0,1
"36364",0,0,0
"36365",0,1,0
"36366",0,0,1
"36367",0,1,0
"36368",0,0,0
"36369",0,0,0
"36370",0,0,0
"36371",1,0,1
"36372",1,0,1
"36373",1,1,0
"36374",1,0,0
"36375",1,1,0
"36376",0,1,0
"36377",0,0,1
"36378",1,0,0
"36379",0,0,0
"36380",0,0,0
"36381",0,0,0
"36382",0,0,0
"36383",1,0,1
"36384",1,0,1
"36385",0,0,0
"36386",1,0,0
"36387",0,0,0
"36388",0,1,0
"36389",1,0,1
"36390",0,1,0
"36391",0,0,1
"36392",1,0,1
"36393",1,1,0
"36394",1,0,0
"36395",0,0,0
"36396",0,0,0
"36397",0,0,1
"36398",1,0,1
"36399",0,0,0
"36400",0,0,0
"36401",0,0,1
"36402",1,0,0
"36403",0,1,0
"36404",0,0,0
"36405",0,0,1
"36406",1,0,0
"36407",1,1,0
"36408",0,0,1
"36409",0,1,0
"36410",0,0,1
"36411",1,1,0
"36412",0,0,1
"36413",0,0,1
"36414",1,1,0
"36415",1,0,1
"36416",0,1,0
"36417",0,0,0
"36418",1,0,1
"36419",0,0,0
"36420",1,0,0
"36421",0,0,0
"36422",1,0,1
"36423",0,0,0
"36424",0,0,1
"36425",1,0,0
"36426",1,0,0
"36427",1,0,0
"36428",0,0,0
"36429",0,0,1
"36430",0,0,1
"36431",0,0,0
"36432",0,0,1
"36433",0,0,0
"36434",1,0,0
"36435",0,0,0
"36436",1,1,0
"36437",0,0,1
"36438",0,0,1
"36439",0,1,0
"36440",0,0,0
"36441",0,1,0
"36442",0,1,0
"36443",1,0,1
"36444",0,0,0
"36445",0,0,1
"36446",0,1,0
"36447",1,0,1
"36448",1,1,0
"36449",0,0,0
"36450",1,0,0
"36451",0,0,0
"36452",1,0,0
"36453",0,0,0
"36454",1,1,0
"36455",0,0,0
"36456",0,0,1
"36457",0,0,0
"36458",1,0,0
"36459",0,0,1
"36460",0,0,1
"36461",1,0,1
"36462",0,0,0
"36463",0,0,1
"36464",1,1,0
"36465",1,0,0
"36466",0,0,0
"36467",0,0,1
"36468",0,1,0
"36469",0,0,1
"36470",1,0,1
"36471",0,0,1
"36472",0,0,1
"36473",0,1,0
"36474",1,0,0
"36475",1,1,0
"36476",0,0,1
"36477",0,0,1
"36478",0,0,0
"36479",0,0,0
"36480",1,1,0
"36481",0,0,0
"36482",0,0,0
"36483",0,0,0
"36484",0,0,1
"36485",0,0,0
"36486",1,0,1
"36487",0,0,0
"36488",0,0,1
"36489",0,1,0
"36490",1,0,1
"36491",1,0,0
"36492",1,0,1
"36493",0,0,1
"36494",0,0,1
"36495",0,0,0
"36496",0,0,0
"36497",1,0,1
"36498",0,0,0
"36499",0,0,0
"36500",0,0,0
"36501",0,0,1
"36502",0,1,0
"36503",0,0,0
"36504",1,0,1
"36505",1,0,1
"36506",0,0,1
"36507",0,1,0
"36508",1,0,1
"36509",1,0,0
"36510",0,0,0
"36511",0,0,0
"36512",0,1,0
"36513",1,0,0
"36514",0,0,1
"36515",1,0,0
"36516",0,0,1
"36517",0,0,1
"36518",1,0,1
"36519",1,0,0
"36520",0,0,1
"36521",1,1,0
"36522",1,0,1
"36523",0,0,0
"36524",1,0,0
"36525",0,1,0
"36526",0,0,1
"36527",1,0,0
"36528",1,1,0
"36529",1,0,0
"36530",0,0,0
"36531",1,0,0
"36532",1,0,0
"36533",0,0,0
"36534",1,0,1
"36535",0,0,0
"36536",0,0,0
"36537",0,0,1
"36538",0,0,0
"36539",0,0,0
"36540",0,0,0
"36541",0,1,0
"36542",0,0,0
"36543",0,0,1
"36544",0,1,0
"36545",1,0,0
"36546",0,1,0
"36547",1,0,0
"36548",0,1,0
"36549",1,0,0
"36550",0,1,0
"36551",0,1,0
"36552",1,0,0
"36553",1,0,1
"36554",1,1,0
"36555",1,0,0
"36556",1,0,0
"36557",0,0,0
"36558",0,1,0
"36559",0,0,0
"36560",1,0,0
"36561",1,0,1
"36562",0,0,0
"36563",0,0,1
"36564",0,0,0
"36565",1,0,1
"36566",0,0,0
"36567",0,0,0
"36568",0,0,0
"36569",1,0,0
"36570",1,0,1
"36571",0,0,0
"36572",0,0,1
"36573",0,1,0
"36574",0,0,0
"36575",0,0,1
"36576",1,0,0
"36577",0,0,0
"36578",0,1,0
"36579",0,0,1
"36580",0,0,0
"36581",1,0,0
"36582",0,0,1
"36583",0,0,0
"36584",0,0,0
"36585",0,0,0
"36586",0,0,0
"36587",1,0,0
"36588",0,1,0
"36589",0,0,0
"36590",1,1,0
"36591",0,0,0
"36592",1,0,1
"36593",0,1,0
"36594",0,0,0
"36595",0,0,0
"36596",1,0,0
"36597",1,1,0
"36598",1,0,1
"36599",1,0,1
"36600",1,0,0
"36601",0,0,0
"36602",0,0,1
"36603",0,0,0
"36604",0,1,0
"36605",0,0,0
"36606",0,0,0
"36607",1,0,1
"36608",1,0,1
"36609",0,0,0
"36610",1,0,1
"36611",1,0,1
"36612",0,0,0
"36613",0,0,0
"36614",0,1,0
"36615",1,0,1
"36616",0,0,0
"36617",0,0,0
"36618",0,0,0
"36619",1,1,0
"36620",0,0,1
"36621",0,0,1
"36622",0,0,0
"36623",0,0,0
"36624",1,0,0
"36625",0,0,0
"36626",0,0,0
"36627",1,1,0
"36628",1,0,0
"36629",1,0,0
"36630",1,0,1
"36631",0,1,0
"36632",1,0,0
"36633",0,0,1
"36634",0,0,1
"36635",0,1,0
"36636",0,0,0
"36637",1,0,0
"36638",0,0,0
"36639",1,1,0
"36640",0,0,0
"36641",0,0,0
"36642",1,0,1
"36643",0,0,0
"36644",0,0,0
"36645",0,1,0
"36646",0,0,1
"36647",1,1,0
"36648",1,0,1
"36649",0,0,1
"36650",1,0,0
"36651",0,0,0
"36652",1,1,0
"36653",0,1,0
"36654",0,0,0
"36655",0,0,0
"36656",1,0,0
"36657",0,0,0
"36658",0,1,0
"36659",1,0,1
"36660",1,0,1
"36661",0,0,0
"36662",1,0,1
"36663",1,0,0
"36664",1,1,0
"36665",0,0,1
"36666",0,1,0
"36667",0,0,1
"36668",1,0,1
"36669",1,0,1
"36670",0,1,0
"36671",1,0,0
"36672",1,0,1
"36673",1,1,0
"36674",0,1,0
"36675",0,0,0
"36676",0,0,0
"36677",0,0,0
"36678",0,0,1
"36679",0,0,1
"36680",1,0,1
"36681",0,0,1
"36682",0,0,0
"36683",1,0,1
"36684",1,0,0
"36685",0,0,0
"36686",0,1,0
"36687",0,0,0
"36688",1,0,0
"36689",0,0,0
"36690",0,0,1
"36691",0,1,0
"36692",0,0,1
"36693",0,0,1
"36694",0,0,0
"36695",0,0,1
"36696",0,0,1
"36697",1,1,0
"36698",0,1,0
"36699",1,0,0
"36700",1,0,0
"36701",1,0,1
"36702",1,0,0
"36703",1,1,0
"36704",1,1,0
"36705",1,0,1
"36706",1,0,1
"36707",1,0,1
"36708",0,1,0
"36709",0,0,0
"36710",0,0,1
"36711",1,0,0
"36712",0,0,0
"36713",0,0,0
"36714",0,0,0
"36715",1,0,1
"36716",0,0,0
"36717",1,0,1
"36718",1,1,0
"36719",1,0,1
"36720",0,1,0
"36721",0,0,1
"36722",1,1,0
"36723",0,0,0
"36724",1,1,0
"36725",1,1,0
"36726",0,0,1
"36727",0,1,0
"36728",0,0,0
"36729",1,0,1
"36730",1,0,1
"36731",1,0,1
"36732",1,0,1
"36733",1,0,0
"36734",0,0,1
"36735",0,0,0
"36736",1,0,1
"36737",0,0,0
"36738",0,0,0
"36739",1,0,0
"36740",0,0,0
"36741",1,0,1
"36742",0,0,0
"36743",1,0,0
"36744",0,0,1
"36745",0,0,1
"36746",0,0,1
"36747",0,0,0
"36748",0,0,1
"36749",1,0,1
"36750",0,0,0
"36751",0,0,0
"36752",0,0,0
"36753",0,0,1
"36754",0,0,0
"36755",1,1,0
"36756",0,0,0
"36757",0,1,0
"36758",0,0,0
"36759",1,0,1
"36760",0,0,1
"36761",0,0,0
"36762",1,0,1
"36763",1,0,0
"36764",0,0,1
"36765",0,0,1
"36766",0,0,1
"36767",1,0,1
"36768",0,0,0
"36769",0,0,1
"36770",1,0,0
"36771",0,1,0
"36772",1,0,0
"36773",0,0,1
"36774",1,1,0
"36775",0,0,0
"36776",1,0,1
"36777",0,0,0
"36778",1,0,0
