"","V7221","V8502","V8512","V8565"
"51006",1,1,0,0
"51007",0,0,0,1
"51008",0,0,0,0
"51009",0,0,1,0
"51010",0,0,0,0
"51011",0,0,1,0
"51012",0,1,1,0
"51013",1,0,1,1
"51014",1,0,0,0
"51015",1,0,1,0
"51016",0,0,0,0
"51017",1,0,0,0
"51018",0,0,0,0
"51019",0,1,0,1
"51020",0,0,0,0
"51021",1,0,0,0
"51022",0,0,0,0
"51023",0,0,1,0
"51024",0,0,1,1
"51025",1,0,0,0
"51026",0,0,1,0
"51027",0,0,0,0
"51028",1,0,0,0
"51029",0,0,0,0
"51030",0,0,0,0
"51031",1,0,0,0
"51032",0,0,0,0
"51033",1,0,1,1
"51034",0,0,0,0
"51035",1,0,0,0
"51036",0,0,1,0
"51037",0,0,0,0
"51038",0,0,0,0
"51039",1,0,1,1
"51040",0,0,0,0
"51041",0,0,0,1
"51042",0,0,0,0
"51043",1,0,1,0
"51044",0,0,0,0
"51045",1,0,0,0
"51046",1,0,1,0
"51047",0,0,0,0
"51048",1,0,0,0
"51049",1,0,0,0
"51050",1,0,0,0
"51051",1,0,0,0
"51052",1,0,1,0
"51053",1,0,0,0
"51054",1,0,0,0
"51055",1,1,0,1
"51056",0,0,0,0
"51057",0,0,0,0
"51058",0,0,1,0
"51059",0,0,1,0
"51060",1,0,0,0
"51061",1,0,1,0
"51062",1,0,0,0
"51063",0,0,1,0
"51064",0,0,0,0
"51065",0,0,0,0
"51066",0,0,1,0
"51067",1,0,1,0
"51068",0,0,0,0
"51069",1,0,0,0
"51070",0,0,0,0
"51071",1,0,0,0
"51072",0,0,0,0
"51073",1,0,0,0
"51074",0,1,1,0
"51075",0,0,0,0
"51076",0,0,0,0
"51077",0,0,1,0
"51078",1,1,0,0
"51079",0,0,0,0
"51080",1,0,1,0
"51081",0,0,0,0
"51082",1,0,0,0
"51083",1,0,0,0
"51084",0,0,1,0
"51085",0,0,0,0
"51086",0,0,0,0
"51087",1,0,1,0
"51088",1,0,0,0
"51089",0,0,0,0
"51090",1,0,1,0
"51091",1,0,1,0
"51092",1,0,0,0
"51093",0,0,0,0
"51094",1,0,0,0
"51095",1,0,0,0
"51096",1,0,0,0
"51097",0,0,0,0
"51098",1,0,0,0
"51099",1,0,1,0
"51100",0,0,0,0
"51101",1,0,0,0
"51102",1,0,0,0
"51103",0,1,0,1
"51104",0,0,0,0
"51105",1,0,0,0
"51106",1,0,0,0
"51107",1,0,1,1
"51108",1,0,0,0
"51109",1,0,0,0
"51110",1,1,1,0
"51111",0,0,1,1
"51112",0,0,1,0
"51113",0,0,0,0
"51114",1,0,0,0
"51115",1,0,0,0
"51116",1,0,1,0
"51117",1,0,0,0
"51118",0,0,0,0
"51119",1,0,0,1
"51120",0,0,0,0
"51121",1,0,1,0
"51122",1,0,0,0
"51123",0,1,1,1
"51124",1,0,1,0
"51125",1,0,0,0
"51126",0,0,0,0
"51127",0,0,0,0
"51128",1,0,1,0
"51129",1,0,0,0
"51130",1,0,0,0
"51131",1,0,1,1
"51132",0,0,0,0
"51133",1,0,0,0
"51134",0,0,0,0
"51135",1,0,1,0
"51136",1,0,0,0
"51137",1,0,0,0
"51138",1,0,0,0
"51139",0,0,0,0
"51140",1,0,1,0
"51141",1,0,0,0
"51142",1,0,1,0
"51143",0,0,0,0
"51144",0,0,1,0
"51145",1,0,0,0
"51146",1,0,0,0
"51147",0,0,0,0
"51148",1,0,0,1
"51149",1,0,1,0
"51150",1,0,1,0
"51151",0,0,0,0
"51152",1,0,0,0
"51153",1,0,0,0
"51154",1,0,1,0
"51155",1,0,1,0
"51156",1,0,0,0
"51157",1,0,0,0
"51158",0,0,0,0
"51159",1,0,0,0
"51160",0,0,0,0
"51161",1,0,0,0
"51162",0,0,0,0
"51163",1,0,1,0
"51164",0,0,0,0
"51165",1,0,0,0
"51166",1,0,0,0
"51167",1,1,0,1
"51168",0,0,1,0
"51169",0,0,0,0
"51170",1,0,1,0
"51171",0,0,0,0
"51172",1,0,1,0
"51173",0,1,1,0
"51174",1,0,1,0
"51175",1,0,1,0
"51176",0,0,0,0
"51177",0,0,0,0
"51178",1,0,0,0
"51179",1,0,1,1
"51180",1,0,1,0
"51181",0,1,0,1
"51182",1,0,0,0
"51183",1,0,0,0
"51184",0,0,0,0
"51185",0,0,0,0
"51186",1,1,0,0
"51187",0,0,0,0
"51188",0,0,0,0
"51189",1,0,0,0
"51190",1,0,0,0
"51191",0,0,0,0
"51192",1,0,1,0
"51193",1,0,0,0
"51194",0,0,1,0
"51195",1,0,1,0
"51196",0,0,0,0
"51197",0,0,0,0
"51198",1,0,1,0
"51199",1,0,0,0
"51200",1,0,0,0
"51201",0,0,0,0
"51202",0,0,1,0
"51203",1,0,0,0
"51204",0,0,0,0
"51205",1,0,1,0
"51206",1,0,0,0
"51207",1,0,1,0
"51208",1,0,1,1
"51209",0,0,0,0
"51210",1,0,0,1
"51211",0,0,0,0
"51212",1,0,1,0
"51213",0,0,0,0
"51214",0,0,0,0
"51215",0,0,0,0
"51216",1,0,0,0
"51217",0,0,0,0
"51218",0,0,0,1
"51219",1,0,0,0
"51220",0,0,0,0
"51221",0,0,0,0
"51222",0,0,1,1
"51223",0,0,0,0
"51224",1,0,1,0
"51225",1,0,0,0
"51226",0,0,0,0
"51227",1,0,0,0
"51228",0,0,1,1
"51229",1,0,0,0
"51230",0,0,1,0
"51231",1,1,1,0
"51232",1,0,0,0
"51233",0,0,0,0
"51234",0,0,1,0
"51235",0,0,0,0
"51236",0,0,0,1
"51237",0,0,1,0
"51238",1,0,0,0
"51239",0,0,0,0
"51240",0,0,0,0
"51241",1,0,0,0
"51242",0,0,0,0
"51243",0,0,1,1
"51244",1,0,0,0
"51245",1,0,0,0
"51246",0,1,0,1
"51247",1,0,0,0
"51248",0,0,0,0
"51249",0,0,0,1
"51250",0,0,1,1
"51251",1,0,0,0
"51252",0,0,1,0
"51253",1,0,1,0
"51254",1,0,0,0
"51255",1,0,0,0
"51256",1,0,0,0
"51257",1,0,1,0
"51258",0,0,1,0
"51259",0,0,0,0
"51260",0,0,0,0
"51261",1,0,1,0
"51262",0,0,0,0
"51263",0,0,0,0
"51264",1,0,1,0
"51265",1,0,0,0
"51266",0,1,0,0
"51267",1,0,1,0
"51268",0,0,0,0
"51269",1,0,1,1
"51270",0,0,0,0
"51271",0,1,0,0
"51272",1,0,0,0
"51273",1,0,0,0
"51274",0,0,0,0
"51275",1,0,1,0
"51276",1,0,1,1
"51277",1,0,0,0
"51278",0,1,0,1
"51279",1,0,0,0
"51280",0,0,1,0
"51281",0,0,0,1
"51282",1,0,0,0
"51283",1,0,0,0
"51284",1,0,0,0
"51285",1,1,0,1
"51286",1,0,0,0
"51287",1,0,1,0
"51288",0,0,1,0
"51289",0,1,1,0
"51290",1,0,1,0
"51291",0,0,0,0
"51292",0,0,0,0
"51293",1,0,0,1
"51294",0,0,0,1
"51295",0,0,0,0
"51296",1,0,0,0
"51297",1,0,1,0
"51298",1,0,0,0
"51299",1,0,0,0
"51300",0,0,0,0
"51301",1,0,0,1
"51302",1,0,0,0
"51303",1,0,1,0
"51304",0,0,0,0
"51305",1,0,0,0
"51306",0,0,0,0
"51307",0,1,0,1
"51308",0,0,0,0
"51309",1,1,0,1
"51310",1,0,1,0
"51311",0,0,0,0
"51312",1,0,0,0
"51313",1,0,1,0
"51314",0,0,0,0
"51315",1,0,1,0
"51316",0,0,0,0
"51317",1,0,0,1
"51318",1,0,0,0
"51319",0,0,1,0
"51320",1,0,1,1
"51321",1,0,0,0
"51322",1,0,0,0
"51323",0,0,0,0
"51324",0,0,0,0
"51325",0,0,0,0
"51326",0,0,0,0
"51327",1,0,1,0
"51328",1,0,0,0
"51329",0,0,1,0
"51330",1,0,1,0
"51331",1,0,0,0
"51332",1,0,1,0
"51333",0,0,0,0
"51334",1,0,0,1
"51335",1,1,1,0
"51336",1,0,1,0
"51337",0,1,0,1
"51338",1,1,0,1
"51339",0,0,0,0
"51340",1,0,0,0
"51341",1,0,1,0
"51342",1,0,1,0
"51343",1,0,1,0
"51344",0,0,0,0
"51345",0,0,0,0
"51346",0,0,0,0
"51347",1,0,0,0
"51348",1,0,1,1
"51349",0,0,0,0
"51350",0,0,0,0
"51351",0,0,0,1
"51352",1,0,0,0
"51353",1,0,0,0
"51354",0,0,0,0
"51355",1,0,0,0
"51356",0,0,0,0
"51357",0,0,1,0
"51358",1,0,0,0
"51359",0,0,0,0
"51360",1,0,0,0
"51361",0,0,0,0
"51362",0,0,0,0
"51363",0,0,0,0
"51364",1,0,1,0
"51365",0,0,1,0
"51366",0,0,0,0
"51367",0,0,0,0
"51368",1,0,1,0
"51369",1,0,1,0
"51370",0,0,1,1
"51371",0,0,1,0
"51372",1,0,0,0
"51373",0,0,1,0
"51374",0,0,1,1
"51375",0,1,1,1
"51376",0,0,0,0
"51377",0,0,0,0
"51378",1,1,1,0
"51379",0,0,0,0
"51380",0,0,0,0
"51381",1,0,0,0
"51382",1,0,1,1
"51383",0,0,0,0
"51384",1,0,0,0
"51385",1,0,1,0
"51386",1,0,0,0
"51387",1,0,1,0
"51388",0,0,0,0
"51389",1,0,0,0
"51390",1,0,0,0
"51391",0,0,0,0
"51392",1,0,1,0
"51393",0,0,0,0
"51394",1,0,0,0
"51395",1,0,0,1
"51396",1,0,0,0
"51397",0,0,0,0
"51398",1,0,0,0
"51399",0,0,0,0
"51400",0,0,0,1
"51401",1,0,0,0
"51402",1,1,0,1
"51403",1,0,1,1
"51404",0,0,0,0
"51405",1,0,1,1
"51406",1,0,0,0
"51407",1,0,0,0
"51408",1,0,1,0
"51409",0,1,0,0
"51410",1,0,1,0
"51411",0,0,0,0
"51412",1,1,1,0
"51413",0,0,1,0
"51414",0,1,0,1
"51415",0,0,0,0
"51416",0,0,0,0
"51417",0,0,0,0
"51418",1,0,1,0
"51419",0,0,0,0
"51420",1,0,1,1
"51421",0,1,0,0
"51422",1,0,1,0
"51423",1,0,1,0
"51424",1,0,1,0
"51425",0,0,0,0
"51426",0,0,0,0
"51427",0,0,0,0
"51428",1,0,0,0
"51429",0,0,1,0
"51430",0,0,1,1
"51431",0,0,0,0
"51432",0,1,0,0
"51433",1,0,0,0
"51434",1,0,0,0
"51435",1,0,0,0
"51436",1,0,1,0
"51437",1,0,0,0
"51438",0,0,1,1
"51439",0,0,0,0
"51440",0,0,1,0
"51441",1,0,0,0
"51442",1,1,0,0
"51443",0,0,0,0
"51444",0,0,0,0
"51445",0,0,0,0
"51446",0,1,0,0
"51447",0,0,0,0
"51448",0,0,0,0
"51449",1,0,0,0
"51450",0,0,1,0
"51451",1,0,0,0
"51452",1,0,0,0
"51453",0,0,0,0
"51454",1,0,0,0
"51455",1,0,1,0
"51456",0,0,1,0
"51457",0,0,1,0
"51458",0,0,0,0
"51459",1,0,0,0
"51460",0,0,0,0
"51461",1,0,1,0
"51462",1,0,0,0
"51463",0,0,1,0
"51464",1,0,0,0
"51465",0,0,1,0
"51466",1,0,1,0
"51467",1,0,0,0
"51468",1,0,0,0
"51469",1,0,1,0
"51470",1,0,1,1
"51471",0,0,0,0
"51472",1,0,0,0
"51473",1,0,0,0
"51474",1,0,1,0
"51475",1,0,1,0
"51476",1,0,0,0
"51477",1,1,1,0
"51478",0,1,0,0
"51479",1,0,0,0
"51480",0,0,0,0
"51481",1,0,0,0
"51482",0,0,0,0
"51483",0,0,0,0
"51484",1,1,0,1
"51485",0,0,0,0
"51486",1,0,0,0
"51487",1,0,0,0
"51488",1,1,1,0
"51489",1,0,0,0
"51490",1,0,1,0
"51491",0,0,0,0
"51492",0,1,1,0
"51493",1,0,1,1
"51494",1,0,1,0
"51495",0,0,0,0
"51496",1,0,0,0
"51497",1,0,0,0
"51498",1,0,0,0
"51499",1,0,0,0
"51500",1,0,0,0
"51501",0,0,0,1
"51502",0,0,1,1
"51503",1,0,1,0
"51504",0,0,0,1
"51505",0,0,0,0
"51506",1,0,1,1
"51507",0,0,0,0
"51508",0,0,1,0
"51509",1,1,1,0
"51510",1,0,0,0
"51511",1,0,0,0
"51512",1,0,0,0
"51513",0,0,0,0
"51514",0,0,0,0
"51515",0,0,0,0
"51516",0,0,0,0
"51517",1,0,0,0
"51518",1,0,0,1
"51519",1,0,0,0
"51520",1,0,0,0
"51521",0,0,0,0
"51522",1,0,1,0
"51523",0,1,0,0
"51524",0,1,0,1
"51525",1,0,0,0
"51526",1,0,1,0
"51527",1,0,0,0
"51528",0,0,0,0
"51529",0,0,0,0
"51530",0,0,0,0
"51531",1,0,0,0
"51532",0,0,1,0
"51533",1,0,1,1
"51534",0,0,0,0
"51535",1,0,0,0
"51536",0,0,1,0
"51537",1,0,0,0
"51538",1,0,0,0
"51539",1,0,0,0
"51540",0,0,0,0
"51541",1,0,0,0
"51542",0,0,1,0
"51543",0,0,1,0
"51544",1,0,1,0
"51545",1,0,0,0
"51546",1,0,0,0
"51547",1,0,0,0
"51548",1,0,0,0
"51549",1,0,0,0
"51550",0,0,0,0
"51551",1,0,0,0
"51552",1,0,0,0
"51553",1,0,0,0
"51554",0,0,0,0
"51555",1,0,0,0
"51556",0,0,1,0
"51557",1,0,0,0
"51558",0,0,0,0
"51559",1,0,1,1
"51560",1,0,1,0
"51561",1,0,0,0
"51562",0,0,0,0
"51563",1,0,1,1
"51564",1,0,1,0
"51565",1,0,1,1
"51566",1,0,0,0
"51567",1,1,0,0
"51568",0,0,0,0
"51569",0,1,0,0
"51570",1,0,0,0
"51571",1,0,0,0
"51572",1,0,0,0
"51573",0,0,0,0
"51574",0,0,1,0
"51575",0,0,0,0
"51576",1,0,0,0
"51577",1,0,1,0
"51578",1,0,1,1
"51579",0,0,1,1
"51580",0,0,1,0
"51581",0,0,1,1
"51582",0,0,0,0
"51583",1,0,0,0
"51584",0,0,0,0
"51585",0,0,0,0
"51586",1,0,1,0
"51587",0,1,1,1
"51588",1,0,0,0
"51589",1,0,0,0
"51590",0,1,1,0
"51591",1,0,0,0
"51592",1,1,1,0
"51593",0,0,0,0
"51594",1,0,0,0
"51595",0,0,0,0
"51596",1,0,1,0
"51597",0,0,1,0
"51598",1,0,0,0
"51599",0,0,1,0
"51600",1,0,0,0
"51601",0,0,0,0
"51602",1,0,0,0
"51603",1,0,1,0
"51604",1,1,1,1
"51605",0,0,0,0
"51606",1,0,1,0
"51607",1,0,0,0
"51608",1,0,0,0
"51609",0,0,0,0
"51610",1,0,0,0
"51611",0,0,0,0
"51612",0,0,0,0
"51613",1,0,0,0
"51614",0,0,1,1
"51615",0,0,0,0
"51616",0,0,0,0
"51617",0,0,0,0
"51618",1,0,1,0
"51619",1,0,1,1
"51620",1,0,1,0
"51621",1,0,0,0
"51622",0,0,1,1
"51623",1,0,0,0
"51624",1,0,1,0
"51625",1,0,0,0
"51626",0,0,0,0
"51627",1,0,0,0
"51628",1,0,1,1
"51629",0,0,1,0
"51630",0,0,1,1
"51631",0,0,1,0
"51632",1,0,1,0
"51633",0,0,1,0
"51634",1,0,1,0
"51635",0,0,0,0
"51636",1,0,1,0
"51637",0,0,0,1
"51638",0,0,0,0
"51639",0,0,0,0
"51640",1,0,0,0
"51641",1,0,0,0
"51642",1,0,1,1
"51643",0,0,0,0
"51644",0,0,0,0
"51645",1,0,0,0
"51646",0,1,1,0
"51647",0,0,0,0
"51648",1,0,0,0
"51649",1,0,0,0
"51650",1,0,0,0
"51651",0,0,0,0
"51652",1,0,0,0
"51653",1,0,1,0
"51654",1,0,0,0
"51655",1,0,0,0
"51656",1,0,0,0
"51657",1,0,0,0
"51658",1,0,0,0
"51659",1,0,0,0
"51660",1,0,1,1
"51661",0,1,0,0
"51662",0,0,0,0
"51663",1,0,1,1
"51664",1,0,0,0
"51665",0,0,1,1
"51666",0,0,0,0
"51667",1,0,1,0
"51668",1,0,1,0
"51669",1,0,0,0
"51670",1,0,1,0
"51671",1,0,0,0
"51672",0,0,0,0
"51673",0,0,0,0
"51674",1,0,1,0
"51675",1,0,0,0
"51676",1,0,0,0
"51677",0,0,1,0
"51678",1,0,0,0
"51679",1,0,1,0
"51680",1,0,0,0
"51681",1,1,0,0
"51682",0,0,1,0
"51683",1,0,0,0
"51684",1,0,0,0
"51685",1,0,0,0
"51686",1,0,1,0
"51687",0,0,1,0
"51688",1,0,1,1
"51689",1,1,0,0
"51690",1,0,0,0
"51691",1,0,0,0
"51692",0,0,1,0
"51693",0,0,0,0
"51694",0,0,1,1
"51695",0,0,1,0
"51696",0,0,1,0
"51697",1,0,1,0
"51698",0,0,0,0
"51699",1,0,1,0
"51700",1,0,1,0
"51701",1,0,0,0
"51702",0,0,1,1
"51703",0,1,0,0
"51704",1,0,1,0
"51705",1,0,0,0
"51706",1,0,0,0
"51707",1,0,0,0
"51708",0,0,0,0
"51709",0,0,1,0
"51710",1,0,0,0
"51711",0,0,0,0
"51712",1,0,0,0
"51713",0,0,0,0
"51714",1,0,0,0
"51715",1,0,0,0
"51716",0,0,0,1
"51717",1,0,1,0
"51718",0,0,0,0
"51719",0,0,1,0
"51720",1,0,0,0
"51721",1,1,1,0
"51722",0,0,0,0
"51723",0,0,1,0
"51724",1,0,0,0
"51725",0,0,0,0
"51726",1,0,0,0
"51727",1,0,0,0
"51728",0,0,0,0
"51729",1,1,1,0
"51730",0,0,0,0
"51731",1,0,1,0
"51732",1,0,1,0
"51733",0,0,1,0
"51734",1,0,1,0
"51735",1,0,0,0
"51736",1,0,0,0
"51737",0,0,0,0
"51738",0,0,0,0
"51739",1,0,1,0
"51740",1,0,0,0
"51741",1,0,1,0
"51742",1,0,1,0
"51743",0,0,1,0
"51744",1,0,0,0
"51745",1,0,0,0
"51746",1,0,0,0
"51747",0,0,0,0
"51748",1,0,0,0
"51749",0,0,0,0
"51750",0,0,1,1
"51751",0,0,1,0
"51752",1,0,0,1
"51753",0,0,0,0
"51754",1,0,0,0
"51755",1,0,1,0
"51756",1,0,1,0
"51757",0,0,0,0
"51758",1,0,1,0
"51759",1,0,0,0
"51760",0,0,0,0
"51761",1,0,0,0
"51762",1,0,1,1
"51763",0,0,0,0
"51764",1,0,1,0
"51765",0,0,0,0
"51766",1,0,0,0
"51767",1,0,0,0
"51768",1,0,1,1
"51769",1,0,1,0
"51770",1,0,1,0
"51771",1,0,1,0
"51772",0,0,0,0
"51773",1,1,0,0
"51774",1,0,0,0
"51775",1,0,1,1
"51776",0,0,1,0
"51777",0,0,0,0
"51778",1,0,0,0
"51779",1,0,0,0
"51780",0,0,1,0
"51781",1,0,1,0
"51782",1,0,0,0
"51783",1,0,0,0
"51784",1,0,1,0
"51785",1,0,0,0
"51786",0,0,0,0
"51787",0,0,0,0
"51788",1,0,0,0
"51789",1,0,1,0
"51790",1,0,0,0
"51791",1,0,0,0
"51792",0,0,1,0
"51793",0,1,1,1
"51794",1,0,0,0
"51795",1,1,0,1
"51796",1,0,0,0
"51797",0,0,0,0
"51798",1,0,0,0
"51799",0,0,0,0
"51800",1,0,1,0
"51801",0,0,1,0
"51802",0,0,1,0
"51803",1,0,1,0
"51804",1,0,0,0
"51805",0,0,1,0
"51806",1,0,1,0
"51807",0,0,1,0
"51808",0,0,1,0
"51809",0,0,0,0
"51810",0,0,1,0
"51811",0,0,0,0
"51812",0,0,0,0
"51813",1,0,1,0
"51814",0,0,0,0
"51815",1,0,1,0
"51816",0,0,0,0
"51817",0,0,0,0
"51818",1,0,1,0
"51819",0,0,0,0
"51820",1,0,0,0
"51821",0,0,0,0
"51822",1,0,0,0
"51823",1,0,0,0
"51824",1,0,0,0
"51825",0,0,0,0
"51826",1,0,0,0
"51827",1,1,0,1
"51828",1,0,0,0
"51829",1,0,0,0
"51830",1,0,0,1
"51831",0,0,0,0
"51832",0,0,0,0
"51833",1,0,0,0
"51834",1,0,1,1
"51835",1,0,0,0
"51836",1,0,1,0
"51837",0,0,1,0
"51838",0,0,0,0
"51839",0,0,0,0
"51840",0,0,0,0
"51841",1,1,0,0
"51842",1,1,0,1
"51843",0,0,0,0
"51844",1,0,0,0
"51845",1,0,1,0
"51846",1,0,0,0
"51847",0,0,0,1
"51848",0,0,0,0
"51849",1,0,1,0
"51850",0,0,0,0
"51851",1,0,1,1
"51852",1,0,1,0
"51853",0,0,0,0
"51854",0,0,0,0
"51855",0,0,0,0
"51856",0,0,0,0
"51857",0,1,0,1
"51858",0,0,0,0
"51859",1,1,1,1
"51860",1,0,1,0
"51861",1,0,0,0
"51862",1,0,0,0
"51863",1,0,1,0
"51864",0,0,0,0
"51865",0,0,0,0
"51866",1,0,0,0
"51867",1,0,0,0
"51868",0,0,1,0
"51869",1,0,1,0
"51870",1,0,0,0
"51871",1,0,1,0
"51872",1,0,0,0
"51873",1,0,1,0
"51874",0,0,0,0
"51875",1,0,0,0
"51876",1,0,0,1
"51877",0,0,1,0
"51878",1,0,1,0
"51879",0,0,0,0
"51880",0,0,0,0
"51881",0,0,1,0
"51882",1,0,0,0
"51883",1,0,1,0
"51884",0,0,1,0
"51885",0,0,0,0
"51886",1,0,1,0
"51887",0,0,0,0
"51888",1,0,0,0
"51889",1,0,0,0
"51890",1,0,0,0
"51891",1,0,1,0
"51892",1,0,0,0
"51893",0,0,0,0
"51894",0,0,0,0
"51895",0,0,0,0
"51896",1,0,0,0
"51897",0,0,1,0
"51898",1,0,0,0
"51899",1,0,0,0
"51900",1,0,1,0
"51901",1,0,0,0
"51902",0,0,0,0
"51903",0,1,0,0
"51904",1,0,0,0
"51905",1,0,1,0
"51906",0,0,0,0
"51907",1,0,0,0
"51908",0,0,0,0
"51909",1,0,1,0
"51910",1,0,0,0
"51911",1,0,0,0
"51912",1,0,0,0
"51913",0,0,0,1
"51914",1,1,0,0
"51915",1,0,0,0
"51916",1,0,0,1
"51917",1,0,0,0
"51918",0,0,0,0
"51919",0,0,0,0
"51920",0,0,0,0
"51921",1,0,1,0
"51922",0,0,0,0
"51923",1,0,0,0
"51924",1,1,1,0
"51925",1,0,0,0
"51926",0,0,0,0
"51927",1,0,0,0
"51928",1,0,1,0
"51929",0,0,0,0
"51930",0,0,0,0
"51931",1,0,0,0
"51932",1,0,0,0
"51933",0,0,1,1
"51934",0,0,1,1
"51935",1,0,0,0
"51936",0,0,1,0
"51937",0,0,0,0
"51938",0,0,0,0
"51939",1,0,0,0
"51940",1,0,0,0
"51941",0,1,0,1
"51942",1,0,1,0
"51943",1,0,0,0
"51944",1,0,1,1
"51945",1,0,0,0
"51946",1,0,1,1
"51947",1,0,1,0
"51948",1,0,0,0
"51949",1,0,1,0
"51950",0,0,1,0
"51951",0,0,1,1
"51952",0,0,0,0
"51953",1,0,1,0
"51954",1,1,1,1
"51955",0,0,1,0
"51956",0,0,0,0
"51957",1,0,1,0
"51958",1,0,1,0
"51959",1,0,1,0
"51960",1,0,1,0
"51961",1,0,0,0
"51962",0,0,1,1
"51963",1,0,1,1
"51964",1,0,1,0
"51965",0,0,0,0
"51966",1,0,1,1
"51967",0,0,1,0
"51968",0,0,1,0
"51969",0,0,0,0
"51970",0,0,0,0
"51971",0,0,0,0
"51972",0,0,0,0
"51973",0,0,0,0
"51974",1,0,0,0
"51975",1,1,1,0
"51976",1,0,0,0
"51977",0,0,0,0
"51978",0,1,0,0
"51979",0,0,0,0
"51980",1,0,0,0
"51981",0,0,0,0
"51982",0,0,1,0
"51983",0,0,0,0
"51984",0,0,1,1
"51985",0,0,0,0
"51986",0,0,0,0
"51987",1,0,0,0
"51988",0,0,0,0
"51989",1,1,0,0
"51990",1,0,1,0
"51991",0,0,1,1
"51992",0,0,0,0
"51993",1,0,0,0
"51994",0,0,0,0
"51995",0,0,0,1
"51996",0,1,0,1
"51997",1,0,0,0
"51998",0,0,0,0
"51999",1,0,1,0
"52000",0,0,0,0
"52001",0,0,0,0
"52002",0,1,1,1
"52003",1,0,0,0
"52004",0,0,0,0
"52005",0,0,1,0
"52006",0,0,0,0
"52007",0,0,0,0
"52008",1,0,0,0
"52009",1,1,1,0
"52010",0,0,1,1
"52011",1,0,0,0
"52012",0,0,0,0
"52013",1,0,0,1
"52014",1,0,0,0
"52015",0,0,0,0
"52016",1,0,0,0
"52017",1,0,0,0
"52018",0,0,0,1
"52019",1,0,1,0
"52020",1,0,1,0
"52021",0,0,1,0
"52022",0,1,1,0
"52023",1,0,1,0
"52024",1,1,0,0
"52025",0,0,0,0
"52026",0,0,0,0
"52027",1,0,0,0
"52028",1,0,1,1
"52029",0,0,0,0
"52030",0,0,0,0
"52031",1,0,1,0
"52032",1,0,1,0
"52033",1,0,0,0
"52034",1,0,0,0
"52035",0,0,0,0
"52036",1,0,0,0
"52037",0,0,0,0
"52038",1,0,0,0
"52039",1,0,1,1
"52040",1,0,1,1
"52041",0,0,0,0
"52042",1,1,0,1
"52043",1,0,1,1
"52044",0,0,1,0
"52045",0,0,0,0
"52046",1,0,0,0
"52047",0,0,1,0
"52048",1,0,0,0
"52049",1,0,1,0
"52050",1,0,0,0
"52051",0,0,0,0
"52052",0,0,0,0
"52053",1,0,0,0
"52054",1,0,1,0
"52055",1,0,0,0
"52056",1,0,0,0
"52057",0,0,0,0
"52058",1,0,0,0
"52059",0,0,1,0
"52060",1,0,1,0
"52061",1,0,1,0
"52062",0,0,1,0
"52063",0,0,0,0
"52064",0,1,0,1
"52065",0,0,0,0
"52066",1,0,0,0
"52067",0,1,1,0
"52068",1,0,0,0
"52069",1,0,1,1
"52070",1,0,0,0
"52071",0,0,0,0
"52072",1,0,0,0
"52073",1,1,0,0
"52074",0,0,0,0
"52075",0,0,1,0
"52076",1,0,1,0
"52077",0,1,1,1
"52078",1,0,1,0
"52079",1,0,1,0
"52080",1,0,0,0
"52081",0,0,0,0
"52082",1,0,1,0
"52083",0,0,0,0
"52084",0,1,1,0
"52085",0,0,0,0
"52086",1,0,1,0
"52087",1,1,1,1
"52088",0,0,1,0
"52089",1,0,0,0
"52090",1,0,0,0
"52091",1,0,1,0
"52092",1,0,0,0
"52093",0,0,0,0
"52094",1,0,0,0
"52095",1,0,0,0
"52096",1,0,1,0
"52097",1,0,0,0
"52098",0,0,1,0
"52099",0,0,0,0
"52100",0,0,0,0
"52101",1,0,0,0
"52102",1,0,0,0
"52103",0,0,0,0
"52104",1,0,0,0
"52105",1,0,1,0
"52106",1,1,1,1
"52107",1,0,1,0
"52108",1,1,1,0
"52109",0,0,0,0
"52110",0,1,0,0
"52111",1,1,1,1
"52112",0,0,0,0
"52113",0,0,1,0
"52114",1,0,0,0
"52115",1,0,1,1
"52116",1,0,0,0
"52117",1,0,1,0
"52118",1,0,0,0
"52119",0,0,1,1
"52120",1,0,1,1
"52121",1,0,1,0
"52122",0,0,1,0
"52123",0,0,0,0
"52124",1,0,1,0
"52125",1,0,1,0
"52126",0,0,1,0
"52127",1,0,0,0
"52128",1,1,0,0
"52129",1,0,1,0
"52130",0,0,1,0
"52131",0,1,1,0
"52132",1,0,0,0
"52133",0,0,0,0
"52134",0,0,1,0
"52135",1,0,0,0
"52136",0,0,0,0
"52137",1,0,0,0
"52138",1,0,0,0
"52139",0,0,1,0
"52140",0,0,0,0
"52141",1,0,1,0
"52142",0,0,0,0
"52143",1,0,0,0
"52144",1,0,0,0
"52145",1,0,0,0
"52146",0,0,0,0
"52147",0,0,0,0
"52148",1,0,0,0
"52149",0,0,0,0
"52150",1,0,1,0
"52151",1,0,1,0
"52152",0,0,0,0
"52153",0,0,0,0
"52154",1,0,0,0
"52155",0,0,0,0
"52156",1,0,1,0
"52157",1,0,0,0
"52158",1,0,0,0
"52159",1,0,1,1
"52160",0,0,1,0
"52161",1,0,0,0
"52162",0,0,0,0
"52163",0,0,0,0
"52164",0,0,0,0
"52165",1,0,0,0
"52166",1,0,0,0
"52167",0,0,0,0
"52168",1,0,0,0
"52169",0,0,0,0
"52170",1,0,0,0
